expression,reading,meaning,tags,guid
ほとんど,ほとんど,幾乎是,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,nQ>_aG@b-U
つもり,つもり,意圖，計劃,JLPT JLPT_N4,fOH84**JB]
郊外,こうがい,郊區，郊區,JLPT JLPT_N4,m[#TphS~Yp
だめ,だめ,沒用，沒有好的，絕望,JLPT JLPT_N4,F`}=@;2gGr
売り場,うりば,出售東西的地方,JLPT JLPT_N4,g8Zs2)0MYs
正月,しょうがつ,新年，元旦,JLPT JLPT_N4,z?cV&4IRT$
規則,きそく,規則，法規,JLPT JLPT_N4,"fX,<9qoCbI"
うん,うん,是（非正式），好的（可以）,Genki Genki_Ln.8 JLPT JLPT_N4,AU=4aGU<;g
発音,はつおん,發音,JLPT JLPT_N4,ij2OK3T1KH
焼く,やく,烘烤，烤,Genki Genki_Ln.21 JLPT JLPT_N4,ze5y7QDk;*
屋上,おくじょう,屋頂,JLPT JLPT_N4,dNyWHH2le2
失礼,しつれい,有歧視，不禮貌；打擾一下,JLPT JLPT_N4,i}rJ2aUEQY
ごみ,ごみ,垃圾，垃圾,Genki Genki_Ln.16 JLPT JLPT_N4,l0zGWz;u*B
アフリカ,アフリカ,非洲,JLPT JLPT_N4,s(eSC66i0(
点,てん,標記，得分，等級；點，點,Intermediate_Japanese_Ln.5 JLPT JLPT_N4,xl]z9.M3ii
一生懸命,いっしょうけんめい,非常努力（如“努力工作”），竭盡全力,Intermediate_Japanese_Ln.5 JLPT JLPT_N4,x}#WG:x<B%
今度,こんど,現在，這次，不久的將來，這些日子之一，下次,Genki Genki_Ln.9 JLPT JLPT_N4,"c3M,%sgpuH"
機会,きかい,機會，機會,JLPT JLPT_N4,QN(r}6a#1P
建てる,たてる,建造,JLPT JLPT_N4,p>?r}3Zl{s
複雑,ふくざつ,複雜性，並發症,JLPT JLPT_N4,CH}=lqHM1.
彼,かれ,他，男朋友,Genki Genki_Ln.12 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,t}ZPEKulM{
いらっしゃる,いらっしゃる,- いく，くる和いる的榮譽表達 -,Genki Genki_Ln.19 JLPT JLPT_N4,q4xt(yor`^
布団,ふとん,蒲團,JLPT JLPT_N4,o9cl6;pq_D
大事,だいじ,重要，有價值，嚴重的事情,JLPT JLPT_N4,K-;(kx?ed|
贈り物,おくりもの,禮物；禮物,Intermediate_Japanese_Ln.9 JLPT JLPT_N4,ea]7XukKd^
泥棒,どろぼう,賊;小偷,Genki Genki_Ln.21 JLPT JLPT_N4,q/[sonb>SP
～製,～せい,製作〜,JLPT JLPT_N4,I|]_Gf;YLD
注意,ちゅうい,謹慎，注意,JLPT JLPT_N4,tSqn:MggQx
台風,たいふう,颱風,Genki Genki_Ln.16 JLPT JLPT_N4,uFiu<};|%T
日,ひ,陽光，陽光，一天,Genki Genki_Ln.16 JLPT JLPT_N4,Ap$ELNr5>B
～軒,～けん,房屋的櫃檯,JLPT JLPT_N4,"KbFf,NH{5y"
そう,そう,真的，就是這樣；是的，對,JLPT JLPT_N4,wr0#d-auwR
通る,とおる,通過（通過），通過,JLPT JLPT_N4,z?tZP}u#Ea
過ぎる,すぎる,超越，超越,JLPT JLPT_N4,O_}jg<!z1-
レポート; リポート,レポート; リポート,報告,JLPT JLPT_N4,xai}>:G-4a
葉,は,葉子,JLPT JLPT_N4,xQbxW<V1k4
必要,ひつよう,必要的,JLPT JLPT_N4,ty_M]/QA_N
課長,かちょう,部分經理,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,Q;5M-:Rtr;
地震,じしん,地震,Genki Genki_Ln.15 JLPT JLPT_N4,DGTtnnC4Nd
すると,すると,進而,JLPT JLPT_N4,Fz>2(<Q3D%
止める,やめる,結束，停止,JLPT JLPT_N4,w08D;C[*x`
ガラス,ガラス,玻璃，窗格,JLPT JLPT_N4,Wl!XdU*F<
～学部,～がくぶ,大學,JLPT JLPT_N4,qq2at6CGnZ
厳しい,きびしい,難的;嚴格的;嚴格的,Genki Genki_Ln.13 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,pjG^I!L.;w
エスカレーター,エスカレーター,電扶梯,JLPT JLPT_N4,y6e9BNnN(6
人口,じんこう,人口,Intermediate_Japanese_Ln.4 JLPT JLPT_N4,h:04.`><%U
月,つき,月亮,Genki Genki_Ln.20 JLPT JLPT_N4,g.!8Tz-L0l
絹,きぬ,絲綢,JLPT JLPT_N4,tNV0})jEsh
ちっとも,ちっとも,根本不是（neg。動詞）,JLPT JLPT_N4,p(lsw|$R1V
深い,ふかい,深刻，深刻,JLPT JLPT_N4,N%G$/Va72i
壊れる,こわれる,打破，打破,JLPT JLPT_N4,PH#eB=.[|i
揺れる,ゆれる,搖晃，搖擺,JLPT JLPT_N4,CJT@S-rGcq
落る,おちる,跌倒，掉落,JLPT JLPT_N4,QEWE{hX5.8
できるだけ,できるだけ,如果可能的話，盡可能多,JLPT JLPT_N4,z|27hHgqS.
悲しい,かなしい,悲傷，悲傷,Genki Genki_Ln.13 JLPT JLPT_N4,P[6ROxur[z
中学校,ちゅうがっこう,初中學生,JLPT JLPT_N4,o@F6a}&sDT
ガス,ガス,氣體,JLPT JLPT_N4,J0vS6#XFQP
祈る,いのる,祈禱；希望,JLPT JLPT_N4,gOVf)x5I|I
盛ん,さかん,繁榮，活躍，繁榮,JLPT JLPT_N4,iN0&Vv}z1G
アルバイト,アルバイト,兼職工作,Genki Genki_Ln.4 JLPT JLPT_N4,uhbB_H_zmK
起こす,おこす,醒來（某人）,Genki Genki_Ln.16 JLPT JLPT_N4,e)?&!q93%0
致す,いたす,- する的最卑鄙的表達式 -,Genki Genki_Ln.20 JLPT JLPT_N4,s{uMBFr}QR
噛む,かむ,咬，咀嚼,JLPT JLPT_N4,E0N_YXN>-x
赤ちゃん,あかちゃん,嬰兒，嬰兒,Genki Genki_Ln.21 JLPT JLPT_N4,s09]7w9[]D
浅い,あさい,淺，淺,JLPT JLPT_N4,Bq97rav-&k
嘘,うそ,說謊,JLPT JLPT_N4,dDVZZUX$0%
小説,しょうせつ,小說,Genki Genki_Ln.20 JLPT JLPT_N4,k;Wm8^zP:1
親,おや,父母,Genki Genki_Ln.16 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,EM~YxWr$Fw
それに,それに,而且;除了,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,q*Vh;RO@9L
西洋,せいよう,西方國家,JLPT JLPT_N4,CYHizo6/]:
思う,おもう,思考，感覺,Genki Genki_Ln.8 JLPT JLPT_N4,bu>M]5SnGX
パート (タイム),パート (タイム),兼職（尤其是女性兼職員工）,JLPT JLPT_N4,v_m4?zP2.9
時代,じだい,年齡，時期，時代，時代,JLPT JLPT_N4,L?Q&>175XG
申し上げる,もうしあげる,（謙虛）說，告訴,JLPT JLPT_N4,GF+@f2CV$T
～式,～しき,〜儀式； 〜樣式,JLPT JLPT_N4,"r&5Ybsff,l"
出席,しゅっせきする,出勤,JLPT JLPT_N4,veUCYD:#[?
～家,～か,專門從事專業的人〜,JLPT JLPT_N4,jmL@^X(3xD
迎える,むかえる,歡迎；見面；打招呼,JLPT JLPT_N4,c)r?fC@d`X
触る,さわる,觸摸，感覺,JLPT JLPT_N4,EE}]!?vk-o
建て,～だて,〜散獨立的住房,JLPT JLPT_N4,O;BgWj4xcP
社長,しゃちょう,公司總裁,Genki Genki_Ln.11 JLPT JLPT_N4,esu`;_q%~}
動物園,どうぶつえん,動物園,JLPT JLPT_N4,LA>0An]TpD
捕まえる,つかまえる,捕捉，逮捕,JLPT JLPT_N4,"dxA,$K8Jjo"
季節,きせつ,季節（參考天氣）,Genki Genki_Ln.10 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,"H-HO2,.Mf&"
寄る,よる,停下來,Genki Genki_Ln.19 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,wowQrA=!@I
決まる,きまる,被設置；固定（v.i。）,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,ftU/w6Rm9)
開く,ひらく,打開；舉行（事件）,JLPT JLPT_N4,EqW3}ML(%4
逃げる,にげる,逃脫，逃跑,JLPT JLPT_N4,olt^H[(k%k
だから,だから,所以;所以,Genki Genki_Ln.4 JLPT JLPT_N4,"l,%/>C{Y}S"
残念,ざんねん,後悔;遺憾,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,u8P;}KnN>M
畳,たたみ,塔塔米墊（日本草墊）,JLPT JLPT_N4,K6&+!%&]%g
丁寧,ていねい,禮貌，禮貌，小心,JLPT JLPT_N4,y#[3yo1.4|
地理,ちり,地理,JLPT JLPT_N4,L>P&NZL8Ln
さっき,さっき,不久前,Genki Genki_Ln.4 JLPT JLPT_N4,K6.[:IAM|.
怖い,こわい,可怕，令人恐懼,Genki Genki_Ln.5 JLPT JLPT_N4,oO+f.U&hT(
包む,つつむ,包裹，覆蓋,Genki Genki_Ln.21 JLPT JLPT_N4,j.kjH)CP:g
なるべく,なるべく,如果可能的話，盡可能多,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,N|K[$y_r^[
無理,むり,不合理，不可能,JLPT JLPT_N4,i]oOmAHlg9
サンドイッチ,サンドイッチ,三明治,JLPT JLPT_N4,"Lah$0,$FHs"
会議室,かいぎしつ,會議室,JLPT JLPT_N4,oxHUFdCY;/
品物,しなもの,商品,JLPT JLPT_N4,kiGyZq*rIU
人形,にんぎょう,娃娃，圖,JLPT JLPT_N4,vPlJ&v75[Q
利用,りよう,使用，利用,JLPT JLPT_N4,Rh@8N~e0eQ
飾る,かざる,裝飾，裝飾,JLPT JLPT_N4,"OaqvYHn98,"
止める,とめる,停止（某事）,JLPT JLPT_N4,uL2<QDM;W:
恥ずかしい,はずかしい,羞愧，尷尬,Genki Genki_Ln.18 JLPT JLPT_N4,e$Mth*I+Cg
いくら～ても,いくら～ても,但是，有很多〜,JLPT JLPT_N4,I]og(vfh}t
用事,ようじ,生意要照顧；任務；差事,Genki Genki_Ln.12 JLPT JLPT_N4,p$RznpfpCY
ビル,ビル,（Abbr。）建築物,JLPT JLPT_N4,H[!Yph0[mz
けんかする,けんかする,爭吵,JLPT JLPT_N4,Oc14`ELpiF
頑張る,がんばる,盡力而為，努力，堅持不懈,Genki Genki_Ln.13 JLPT JLPT_N4,Mz@9d9PizL
投げる,なげる,投球，拋棄,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,"A%8%S+mN,O"
故障,こしょうする,分解,JLPT JLPT_N4,mP~NCidGL7
力,ちから,力量，力量,JLPT JLPT_N4,t<Fy!4ZXqc
受ける,うける,參加（考試，訪談等）；接收,JLPT JLPT_N4,d#N;{6r~iD
気分,きぶん,感覺，心情,JLPT JLPT_N4,GJl$1:;vCi
間違える,まちがえる,犯錯,Genki Genki_Ln.21 JLPT JLPT_N4,Q5b~VM7IRc
そんな,そんな,這樣，這樣的,JLPT JLPT_N4,ei/O3MuiLE
星,ほし,星星,JLPT JLPT_N4,h=LT];WutA
場合,ばあい,情況，情況,JLPT JLPT_N4,qV-2<HJ$$5
やっと,やっと,最後，最後,JLPT JLPT_N4,Qf-Nk|9F8D
足りる,たりる,足夠；足夠了,Genki Genki_Ln.17 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,tSHDO2cb1M
行う,おこなう,進行；進行（通常用書面語言使用）,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,kSwpIk>RTo
ぶどう,ぶどう,葡萄,JLPT JLPT_N4,qtf+q-Z+n]
無くなる,なくなる,消失，迷路,JLPT JLPT_N4,QEFsGzu!|/
準備,じゅんびする,準備,JLPT JLPT_N4,h&P$N~U6-[
世界,せかい,世界,Genki Genki_Ln.10 JLPT JLPT_N4,e<Tae_jQo4
住所,じゅうしょ,地址;居住地,JLPT JLPT_N4,fPoS$h^c(u
再来月,さらいげつ,下一個月,JLPT JLPT_N4,Zux^JW=t?
林,はやし,樹林，森林,JLPT JLPT_N4,@LWUXw-^>
倍,ばい,雙倍的,JLPT JLPT_N4,k.0mCWDs+|
痩せる,やせる,減肥,Genki Genki_Ln.7 JLPT JLPT_N4,A[Q-]LV0S:
線,せん,線，電線,JLPT JLPT_N4,dK0yR1DBK`
戦争,せんそう,戰爭,JLPT JLPT_N4,l@;Cq/&#91
決める,きめる,決定（v.t。）,Genki Genki_Ln.10 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,p(qb/m`R:b
調べる,しらべる,檢查；抬頭;詢問；搜索,JLPT JLPT_N4,Ov6y=mBwgM
寝坊,ねぼう,晚上睡覺,JLPT JLPT_N4,B(>pXN{@@q
パパ,パパ,爸爸，爸爸,JLPT JLPT_N4,v.-(XP=XJY
光る,ひかる,發光，閃閃發光,JLPT JLPT_N4,xp|/7BLK40
夫,おっと,丈夫,JLPT JLPT_N4,zDF$wWIUs8
雲,くも,雲,JLPT JLPT_N4,"C3Z1{X<H,4"
坂,さか,坡，山,JLPT JLPT_N4,fMGrCf7XcB
～(て) しまう,～(て) しまう,結束〜,JLPT JLPT_N4,us+Z5ns><g
飛行場,ひこうじょう,飛機場,JLPT JLPT_N4,A2O=3b{hXI
柔道,じゅうどう,柔道,JLPT JLPT_N4,d[2qz9jnc7
決して,けっして,絕不,JLPT JLPT_N4,Kd9N)Izj!4
事務所,じむしょ,辦公室,JLPT JLPT_N4,wxgf%k:fc2
連絡,れんらく,溝通，聯繫，連接,JLPT JLPT_N4,"v[($g<|S,F"
小学校,しょうがっこう,小學,Genki Genki_Ln.23 JLPT JLPT_N4,f^*MMB(l>o
客,きゃく,客人，客戶,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,xF)V^}awc{
昔,むかし,過去；過去的,Genki Genki_Ln.21 JLPT JLPT_N4,hUjfJU~9){
美しい,うつくしい,美麗，可愛,JLPT JLPT_N4,OB^[>@2T05
捨てる,すてる,扔掉（垃圾），垃圾場，丟棄,Genki Genki_Ln.15 JLPT JLPT_N4,G;1IJzl`jC
なさる,なさる,- 榮譽表達する-,Genki Genki_Ln.19 JLPT JLPT_N4,zj*av$=2pO
事,こと,事物，物質，事實,Genki Genki_Ln.21 JLPT JLPT_N4,ca&G<Ve~Nx
どんどん,どんどん,迅速而穩定；快速,JLPT JLPT_N4,q0h/etzyxE
試合,しあい,比賽，比賽，比賽,Genki Genki_Ln.12 Intermediate_Japanese_Ln.7 JLPT JLPT_N4,Hv/PI<4cqa
適当,てきとう,健身，適合性,JLPT JLPT_N4,HX3el]3jvP
素晴らしい,すばらしい,精彩的;了不起,Intermediate_Japanese_Ln.4 JLPT JLPT_N4,Mq|7Xt}rKi
美術館,びじゅつかん,美術館美術館,Genki Genki_Ln.11 JLPT JLPT_N4,Lovq=LkX$G
文法,ぶんぽう,文法,Genki Genki_Ln.13 JLPT JLPT_N4,"h2m8,%coR8"
終わり,おわり,結尾,JLPT JLPT_N4,j1fvX?gG0M
壁,かべ,牆,JLPT JLPT_N4,um!T&Q*O[?
一度,いちど,一次，一次,JLPT JLPT_N4,z3&2cN)6^e
お礼,おれい,表達感恩；謝謝；讚賞的禮物；弓,Genki Genki_Ln.19 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,IzFCHK5nu1
親切,しんせつ,仁慈,JLPT JLPT_N4,lZWRz?K3ET
知らせる,しらせる,通知,JLPT JLPT_N4,mORr*vy|g/
歯医者,はいしゃ,牙醫,JLPT JLPT_N4,"<G@n,w<8p"
熱心,ねっしん,熱情,JLPT JLPT_N4,bLrU`I|/*{
始める,はじめる,開始，開始,Genki Genki_Ln.8 JLPT JLPT_N4,"g,>$G?*/Q&"
もらう,もらう,接收,JLPT JLPT_N4,MhXS3i[O39
泣く,なく,哭,Genki Genki_Ln.13 JLPT JLPT_N4,wS:0`lVju$
治る,なおる,變得更好；從疾病中恢復（v.i。）,JLPT JLPT_N4,J-V8gKft=&
熱,ねつ,發燒，溫度,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,D9dKTYQi:O
お祭り,おまつり,節日,JLPT JLPT_N4,n=i-:`LzjX
水道,すいどう,水服務，供水管線,JLPT JLPT_N4,FV`Tc-%-nK
匂い,におい,氣味，氣味,JLPT JLPT_N4,P&q^w6d0fO
ベル,ベル,鐘,JLPT JLPT_N4,D!1f]e)iSX
赤ん坊,あかんぼう,嬰兒,JLPT JLPT_N4,I>S)eTr_]B
おかしい,おかしい,奇怪的;奇怪的;有趣的,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,O9;m#]XEB2
事故,じこ,事故,JLPT JLPT_N4,K(yw!r=B:1
変,へん,奇怪，奇怪,JLPT JLPT_N4,e/SMd06F!x
辞典,じてん,百科全書，參考書,JLPT JLPT_N4,brNC9/_sI`
残る,のこる,留下（v.i。），要留下,JLPT JLPT_N4,INR^BBo=#J
立てる,たてる,站立（某物），建立（某物）,JLPT JLPT_N4,O9fk.~k_.E
くれる,くれる,給予，做,JLPT JLPT_N4,hSC5|:)aVz
～員,～いん,〜的成員,JLPT JLPT_N4,QHO%z16SSs
原因,げんいん,原因，起源，來源,JLPT JLPT_N4,y8<@Y+?o6j
驚く,おどろく,驚訝，驚訝,Intermediate_Japanese_Ln.8 JLPT JLPT_N4,qBeaklesW+
いただく,頂く,- たべる和のむ的最卑鄙的表達式；謙卑的表達もらう-,Genki Genki_Ln.20 JLPT JLPT_N4,J*KGnzk|Z2
祖母,そぼ,祖母,JLPT JLPT_N4,x!LCLRW]y2
場所,ばしょ,地點，位置,Genki Genki_Ln.23 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,qw3.O}/lOC
答,こたえ,答案，答复,JLPT JLPT_N4,xmTYLgV-T_
もちろん,もちろん,當然，當然,Genki Genki_Ln.7 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,"m8,NutV2dG"
漬ける,つける,浸泡，潮濕，泡菜,JLPT JLPT_N4,h!i?H{d*F@
受付,うけつけ,接待（IST）桌子,Genki Genki_Ln.22 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,"uraaf1,;7Q"
内,うち,內部，內部,JLPT JLPT_N4,G1H0$T!7Vl
スクリーン,スクリーン,螢幕,JLPT JLPT_N4,"L/njBN,iH6"
増える,ふえる,增加，繁殖,JLPT JLPT_N4,QW.w#0qn}8
または,または,或者，否則,JLPT JLPT_N4,J-^^Uw<Tl~
けがする,けがする,受傷（對物體動畫），受傷,JLPT JLPT_N4,NP:|wpXW(M
以下,いか,少於下面,JLPT JLPT_N4,DS5y_+4p`Y
選ぶ,えらぶ,選擇；選擇,Genki Genki_Ln.17 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,Jo*`4U5e.W
～ばかり,～ばかり,只是〜，只有,JLPT JLPT_N4,vbW68h-IIc
心,こころ,心，心靈,JLPT JLPT_N4,Fkhe%Dz2nb
～だす,～だす,開始做〜,JLPT JLPT_N4,B+=k~owmr!
サラダ,サラダ,沙拉,JLPT JLPT_N4,J3A=]P#ec<
届ける,とどける,交付（v.t。）,Intermediate_Japanese_Ln.9 JLPT JLPT_N4,tA&cXA55C=
挨拶,あいさつする,問候（ing）,JLPT JLPT_N4,h|NjvFq!b]
景色,けしき,風景，風景,JLPT JLPT_N4,Cd#u9/v:Pu
確か,たしか,如果我沒記錯的話；確定，確定,Intermediate_Japanese_Ln.4 JLPT JLPT_N4,v&7%T>e{{z
ステーキ,ステーキ,牛排,JLPT JLPT_N4,K0B$/YQ?Op
食料品,しょくりょうひん,食品，雜貨,JLPT JLPT_N4,kg/Pg!K6&w
森,もり,森林,JLPT JLPT_N4,mJkKf?UAUT
以内,いない,內部，少於（不超過）,JLPT JLPT_N4,EyK>c0C[$K
予定,よてい,計劃，安排，時間表,Genki Genki_Ln.15 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,I$<#IwHCvW
オーバー,オーバー,大衣;超越，超越，誇張,JLPT JLPT_N4,umd4AX=/RI
乾く,かわく,乾燥,JLPT JLPT_N4,s+Ju<mmF]C
石,いし,結石,JLPT JLPT_N4,gg2=(OnQKh
思い出す,おもいだす,回憶，記住,Intermediate_Japanese_Ln.8 JLPT JLPT_N4,O?8pX)Ooz*
踊る,おどる,跳舞,Genki Genki_Ln.9 JLPT JLPT_N4,LnHUFv$!`;
細かい,こまかい,小的;很好，分鐘,JLPT JLPT_N4,PrWma5VeE[
塗る,ぬる,繪畫，灰泥,JLPT JLPT_N4,gb*{+)EK`F
ご主人,ごしゅじん,（你，她）丈夫,Genki Genki_Ln.14 JLPT JLPT_N4,"Gb,y/-3SAS"
珍しい,めずらしい,不尋常，罕見,Intermediate_Japanese_Ln.4 JLPT JLPT_N4,LG3n^a@XAC
用,よう,差事，任務，業務（照顧）,Intermediate_Japanese_Ln.9 JLPT JLPT_N4,CvxvGX`|/>
公務員,こうむいん,政府工人，公務員,JLPT JLPT_N4,p;42%b%y:T
お嬢さん,おじょうさん,（某人的）女兒（禮貌）,Genki Genki_Ln.22 JLPT JLPT_N4,Ee+d{e?WRj
用意,ようい,準備,JLPT JLPT_N4,"PJ%Q,E{$_L"
探す,さがす,尋找，尋找，尋找,Genki Genki_Ln.15 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,h4(YO`o85t
形,かたち,形狀,JLPT JLPT_N4,f7_i%J0-/Y
運転,うんてんする,駕駛,JLPT JLPT_N4,r!zv#R0ur*
すっかり,すっかり,全部，完全,JLPT JLPT_N4,nV=]]BK.9=
アナウンサー,アナウンサー,播音員,JLPT JLPT_N4,oG?shn0:uO
お土産,おみやげ,紀念品,Genki Genki_Ln.4 JLPT JLPT_N4,IKS:}hgF8q
消しゴム,けしゴム,橡皮,JLPT JLPT_N4,"gW^biR[nM,"
旅館,りょかん,日本旅館,Genki Genki_Ln.15 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,Ke`aN1|5T#
海岸,かいがん,海岸，海濱,JLPT JLPT_N4,O1]Ne=Q0*.
寂しい,さびしい,寂寞，寂寞,Genki Genki_Ln.9 JLPT JLPT_N4,pi{)YOFX|t
火,ひ,火,JLPT JLPT_N4,gjC}:7>!AJ
育てる,そだてる,提高（v.t。）;撫養,Genki Genki_Ln.22 JLPT JLPT_N4,r6b~+z#uh_
味噌,みそ,味o，豆糊,JLPT JLPT_N4,FzA7odIzvp
お祝い,おいわい,恭喜，慶祝,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,sQaWTq!hP`
乗り物,のりもの,車輛,JLPT JLPT_N4,i9[ZI9WM}X
案内,あんないする,信息，指導,JLPT JLPT_N4,DO_nJ<yYaJ
通う,かよう,來回走；上下班,JLPT JLPT_N4,D<g$_r(YBs
連れる,つれる,領導，佔領（一個人）,JLPT JLPT_N4,J&sg+H>0p_
技術,ぎじゅつ,技術，技術，技能,JLPT JLPT_N4,PCC!&zGiCY
小鳥,ことり,小鳥,JLPT JLPT_N4,G|$muceS&O
下宿,げしゅく,住宿，寄宿房,JLPT JLPT_N4,"bmjB!,8T=p"
ジャム,ジャム,果醬,JLPT JLPT_N4,D@h7*f7p?d
招待,しょうたいする,邀請,JLPT JLPT_N4,c$Y~;QF){;
鏡,かがみ,鏡子,JLPT JLPT_N4,v%J5x[E:;(
はず,はず,應該是這樣,JLPT JLPT_N4,Jg5{R&fxyH
法律,ほうりつ,法律,JLPT JLPT_N4,O9|FD5Fq3.
進む,すすむ,進步，繼續,JLPT JLPT_N4,b6Re}g0};8
楽む,たのしむ,享受,JLPT JLPT_N4,iCe:{Xn-6L
貿易,ぼうえき,貿易,JLPT JLPT_N4,bc9Yp10YbE
反対,はんたい,反對，反對，抵抗,JLPT JLPT_N4,KY]P)[osSM
